,用户ID,评论内容,手机型号
232,17286261146.0,"外形外观：直屏看着很舒服，颜色很漂亮。
屏幕音效：2K屏看着很舒服，双喇叭音效不错。
拍照效果：一亿像素对于不是专业的够用。
运行速度：12+256运行很快，9000处理器感觉很不错",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
233,17316873070.0,"运行速度：很快
外形外观：外观精致
待机时间：很好
拍照效果：一般般
其他特色：音质很优秀，完全没有杂音  整款手机设计的特别好看，指纹解锁在锁屏键上，解释比较灵敏，我觉的比屏上指纹方便 灵敏 显示效果 清晰度很好，亮度啥的看着柔和些，性价比高把，天玑9000处理器，总体来说就还行。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
234,17328501450.0,"屏幕音效：屏幕效果真不戳
外形外观：不沾指纹
拍照效果：较好
运行速度：特别快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
235,17297452564.0,"外形外观：中规中矩，沉稳大气
屏幕音效：护眼2k就是舒服，双扬声器音质很好
拍照效果：足够了
运行速度：行云流水，巧克力般丝滑感受",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
236,17322294159.0,充电超级快，续航能力很好，音质很好，相素高清满意，王一博代言的确实很牛，内存足够，cup很满意，国产NO1，小米手机果然强大，性价比超高，一直在用小米，推荐购买哦~,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
237,17284420733.0,这次首批买到的，手机速度很快，屏幕感觉好大拍照也很清晰，充电120w真快，十几分钟就满了，价格也很合适，小米手机yyds。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
238,17322824161.0,超级高端，大气，上档次，外观非常好看，手感非常好，使用非常流畅。像素超级清新，屏幕非常清晰！值得购买！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
239,17385230759.0,外观包装很环保，手机不错，120赫兹高刷，充电19分钟充满，很喜欢,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
240,17298624826.0,手机收到第一眼就觉得爱了，颜值 超高，而且二十分钟就能充满，完全不担心外出没电，打游戏也很丝滑，帧率可以开到120hz，手感比之前用的k30pro好多了，双扬声器音质很棒，试着跑分也和网上说的差不多，小米党速入?(???&thinsp;??????? ?)?,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
241,17307053473.0,"外形外观：这个中规中矩，红米的外观不能要求啥了，比较经典吧
屏幕音效：屏幕非常好，音效也很棒
拍照效果：这个只能说一般般
运行速度：运行非常流畅，比我用了两年的荣耀30pro好多了，太爽了
待机时间：待机时间没啥概念，毕竟充电够快

总而言之，性价比一流了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
242,17324743489.0,"外形外观：十分美观，耐看。
屏幕音效：直屏是真的爱呀，2k+120hz玩起来很舒服，很流畅。
拍照效果：一亿像素还是杠杠滴，拍的照片每一张都超清楚。
运行速度：天玑9000无敌，开应用打游戏一点不卡。
待机时间：5000毫安电池非常耐用，用了几天一般一天一冲，出门基本上可以远离充电宝了。
其他特色：侧边指纹真的好用，比屏下指纹要快的多。手机重量控制的很好，手感比较好。最主要还是120w神仙秒冲，吃顿饭的功夫就满血复活了。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
243,17321099617.0,运行畅快，拍照清晰，续航不错，机子速度流畅，官方正品，颜色亮眼，屏幕色彩鲜艳，性价比相当高，颜值也高，音质好，客服服务态度相当好，非常满意的一次购物，超级快充，充满一天够用，商家服务还是很好的,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
244,17391612797.0,"外形外观：外形外观：后盖 颜色很好看
屏幕音效：2k屏幕很细腻
拍照效果：1亿像素也就那样主要是图个屏幕
运行速度：9000功耗确实可以没有骁龙8那么热日常够用玲
待机时间：新机充满电待机12个小时百分之1",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
245,17330434715.0,正品，待机时间长，极速充电，手感不错，屏幕很大，分辨率高，快递很给力，送货过来包装完好，点赞! ! ! !,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
246,17310868576.0,"外形外观：银迹版外观很漂亮，也不是很重
运行速度：天玑9000性能很强悍
待机时间：待机时间可以，充电速度特别快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
247,17326841592.0,"外形外观：直面屏设计 手感非常好
屏幕音效：屏幕才用2K柔性屏幕非常棒用起来，
拍照效果：拍照很清晰不错，
运行速度：8?3的运营速度，用起来超流畅",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
248,17306260635.0,以前一直用小米旗舰，第一次用红米旗舰.到手感觉真是不输小米旗舰.非常值得推荐 平面屏的最好的手机&hellip;.,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
249,17338377943.0,和平精英不支持90帧,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
250,17315433558.0,"外形外观：外观很赞，银色是几个配色最好看的了。
屏幕音效：2k120相比k20p的屏幕提升明显，体验很好
拍照效果：中规中矩，主打性价比就不能太要求拍照
运行速度：可以，现在手机基本性能过剩
待机时间：待机不错，主要充电快",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
251,17334035232.0,"终于到货了，使用了2天，感觉很满意,系统流畅，运行速度快,就温控不错，屏幕显示效果好，满意的一次购物。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
252,17320580973.0,收到后迫不及待的使用了，手机比较精致，拿着手感也不错。下载应用速度超快，玩游戏也很流畅。关键是电池耐用，充电超级快，拍照也特别清晰。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
253,17369147835.0,"外形外观：好看好看时尚绚丽多彩
屏幕音效：2K屏看起来很莱斯
运行速度：天机9000速度很快游戏很流畅
待机时间：120瓦充电惊艳到了",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
254,17389461577.0,喜欢这款手机很久了。手机运行速度很快，响应速度也很迅速。运行软件和游戏的速度很快很流畅。摄像头拍照功能很强大，拍照很清晰，出门旅游省事多了,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
255,17328154123.0,"外形外观：非常的漂亮
屏幕音效：2k屏显示真的好细腻
拍照效果：后置拍照非常的可以，但是前置摄像头差了点
运行速度：一个字快，把动画一关就很棒
待机时间：可以。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
256,17284054089.0,"线下去小米之家看过之后选了银迹，后背很顺滑。
手感很好，手机运行很流畅，屏幕色彩很不错。
整体配置性能拉满，天玑人称小麒麟值得期待。
最后吐槽一下120w的充电器，太沉了，加上线比手机还重。
诚意之作，支持雷总！",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
257,17367064903.0,还是挺喜欢这个手机，之前做了很多的功课，都说这个手机性价比比较高，屏幕什么都很清晰，分辨率高就是好，手机充电也是很快，因为不怎么玩游戏，也没觉得有什么其他的问题，总体来说还不错，值得入手,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
258,17313015452.0,"选了好久手机，也对比了好多，最终选择红米k50pro12+256版本，非常值！性能最满意，充电快。
运行速度：满意，特别快。
拍照效果：还可以，不是扫码级别的。
屏幕音效：丝滑享受。
待机时间：很好，理想。
外形外观：满意。
其他特色：主要用来办公，部分时间玩游戏，主玩跑跑LOL，不发热。清晰度很赞，太流畅了，有点不习惯。建议购入",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
259,17286504698.0,K50 Pro搭载一块2K分辨率的柔性直屏，观感非常棒，大电池5000毫安时搭配120w闪充，20分钟左右可以充满。天玑9000处理器相对高通骁龙8功耗更低，处理器性能相当银迹配色采用AG磨砂恭喜，让后盖的质感有所提升。非常值得入手！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
260,17286803108.0,"外形外观：外观很好看。比上个k30pro要薄，手感更好。
屏幕音效：屏幕效果明显清晰很多，效果不错。
拍照效果：拍照效果很清晰，放大后细节点很清晰，防抖效果很明显 
运行速度：运行速度很快，没有卡顿。很赞的哈。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
261,17310219813.0,"外形外观：完美，这个颜色超喜欢的
拍照效果：拍照效果：超清晰的
运行速度：玩游戏一点卡顿都没有，爽到爆
没入手的可以赶紧入手，一如既往的支持小米哈哈哈",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
262,17380540747.0,"外形外观：外观超赞，出厂的时候，手机屏幕贴了一层水凝膜，就很棒~

拍照效果：一亿像素真的很出乎意料
其他特色：亮点就是这个120w的充电器 ，15分钟就充到85~90了。
运行速度：天玑芯片打满分。

最主要是的京东的快递和售后服务，下单第二天就到~很快，不吊人胃口。这点真的超棒。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
263,17312635203.0,"外形外观：挺好看的，很有质感，高端大气上档次；
运行速度：很快，之前的手机有点卡，这个直接飞速起来，太快了；
尤其是充电功能，20分钟就充满了，这点太喜欢了。",Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
264,17306440873.0,2K的三星E4柔性直屏素质真的很高，也没出现色准和彩虹纹的问题，120W充电真的杠杠的，30分钟之内绝对满，发哥这次功耗真的可以，虽然偶有温热，但真的比888的11 Ultra好太多了，不打游戏就不清楚游戏性能了，总之日用我很满意，不会发热降频。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
265,17377209459.0,2k的屏幕，显示很细腻，充电也是极速。跑分有100W，比较满意。天机9000发热量不大，夏天也不用担心。512版本可以当钉子户了，针不搓。,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
266,17288704815.0,刚拿未拆开时候以为这手机 妥妥的大砖头  真重啊 拆开后发现 原来是120w 快充头 确实真的是用料十足 重量可以  手机运行流畅 玩游戏做备用机 充电速度非常快  和凯瑟琳pro 比 屏幕分辨率更为清晰 又是焊门之作,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
267,17345594777.0,京东购物方便快捷，收货很快，到手已经使用几天，才来评价，各方面还是不错的，系统很流畅，打游戏也没有掉帧的现象，电池续航时间很久，超级大电量，运行速度反应速度在这个价位性价比很高，屏幕2K显示效果加高刷新率很好，120瓦充电速度很快，颜色外观很满意，这个价位能有这些配置物超所值，会一直继续支持小米手机！,Redmi K50Pro 天玑9000 AMOLED 2K柔性直屏 OIS光学防抖  120W快充 幽芒 12GB+256GB  5G智能手机 小米红米
